id,rating,title,content,author,date,helpful_votes,verified_purchase
157,3,야외 통화 품질 개선,"바람 부는 날 밖에서 통화해도 상대방이 제 목소리를 잘 알아듣네요. 감격스럽습니다. (56번째 추가 테스트 리뷰입니다. 정말 추천해요!)",강태윤,2024-03-15,17,true
158,5,외이도염 조심하세요,"제 귀 모양이랑 안 맞는지 오래 끼면 외이도염이 생기네요. 이어팁을 바꿔봐도 비슷합니다. (57번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",임서현,2024-03-15,44,true
159,5,주변음 허용 모드는 압도적,"헤드폰을 안 낀 것처럼 자연스럽게 주변 소리가 들립니다. 대화할 때 안 빼도 돼서 좋아요. (58번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",윤민호,2024-03-15,34,true
160,5,분실 방지 알림 유용해요,"케이스에 스피커가 달려있어서 찾기 쉽고, 두고 가면 알람이 울려서 안심이 됩니다. (59번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",오지후,2024-03-15,24,true
161,3,노이즈 캔슬링이 완벽합니다,"지하철 소음도 다 잡아주고, 통화 품질도 정말 깨끗해요. 착용감도 편안해서 하루종일 끼고 있어도 아프지 않습니다. (60번째 추가 테스트 리뷰입니다. 정말 추천해요!)",김민지,2024-03-16,31,true
162,4,배터리가 조금 아쉽네요,"음질과 주변음 허용 모드는 최고인데, 배터리가 생각보다 빨리 닳는 느낌입니다. (61번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",이도현,2024-03-16,23,true
163,5,생태계 연동이 최고입니다,"맥북, 아이패드, 아이폰 사이를 전환할 때 정말 매끄럽습니다. 애플 기기 사용자라면 무조건 추천합니다. (62번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",박서윤,2024-03-16,48,true
164,5,공간 음향 신기해요,"영화 볼 때 공간 음향 기능 켜면 영화관 부럽지 않습니다. 몰입감이 장난 아니네요. (63번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",최현우,2024-03-16,21,true
165,3,가격이 너무 비싸요,"성능은 좋지만 역시 가격이 부담스럽긴 합니다. 잃어버릴까봐 조심조심 사용하고 있어요. (64번째 추가 테스트 리뷰입니다. 정말 추천해요!)",정다은,2024-03-17,2,true
166,5,터치 제어가 편해졌어요,"기둥을 쓸어내려서 볼륨 조절하는 기능이 너무 편리합니다. 이전 세대보다 확실히 업그레이드 되었네요. (65번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",한지우,2024-03-17,36,true
167,5,야외 통화 품질 개선,"바람 부는 날 밖에서 통화해도 상대방이 제 목소리를 잘 알아듣네요. 감격스럽습니다. (66번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",강태윤,2024-03-17,43,true
168,4,외이도염 조심하세요,"제 귀 모양이랑 안 맞는지 오래 끼면 외이도염이 생기네요. 이어팁을 바꿔봐도 비슷합니다. (67번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",임서현,2024-03-17,30,true
169,4,주변음 허용 모드는 압도적,"헤드폰을 안 낀 것처럼 자연스럽게 주변 소리가 들립니다. 대화할 때 안 빼도 돼서 좋아요. (68번째 추가 테스트 리뷰입니다. 정말 추천해요!)",윤민호,2024-03-18,30,true
170,4,분실 방지 알림 유용해요,"케이스에 스피커가 달려있어서 찾기 쉽고, 두고 가면 알람이 울려서 안심이 됩니다. (69번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",오지후,2024-03-18,46,true
171,3,노이즈 캔슬링이 완벽합니다,"지하철 소음도 다 잡아주고, 통화 품질도 정말 깨끗해요. 착용감도 편안해서 하루종일 끼고 있어도 아프지 않습니다. (70번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",김민지,2024-03-18,14,true
172,4,배터리가 조금 아쉽네요,"음질과 주변음 허용 모드는 최고인데, 배터리가 생각보다 빨리 닳는 느낌입니다. (71번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",이도현,2024-03-18,23,true
173,3,생태계 연동이 최고입니다,"맥북, 아이패드, 아이폰 사이를 전환할 때 정말 매끄럽습니다. 애플 기기 사용자라면 무조건 추천합니다. (72번째 추가 테스트 리뷰입니다. 정말 추천해요!)",박서윤,2024-03-19,12,true
174,4,공간 음향 신기해요,"영화 볼 때 공간 음향 기능 켜면 영화관 부럽지 않습니다. 몰입감이 장난 아니네요. (73번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",최현우,2024-03-19,15,true
175,4,가격이 너무 비싸요,"성능은 좋지만 역시 가격이 부담스럽긴 합니다. 잃어버릴까봐 조심조심 사용하고 있어요. (74번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",정다은,2024-03-19,31,true
176,5,터치 제어가 편해졌어요,"기둥을 쓸어내려서 볼륨 조절하는 기능이 너무 편리합니다. 이전 세대보다 확실히 업그레이드 되었네요. (75번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",한지우,2024-03-19,17,true
177,3,야외 통화 품질 개선,"바람 부는 날 밖에서 통화해도 상대방이 제 목소리를 잘 알아듣네요. 감격스럽습니다. (76번째 추가 테스트 리뷰입니다. 정말 추천해요!)",강태윤,2024-03-20,15,true
178,5,외이도염 조심하세요,"제 귀 모양이랑 안 맞는지 오래 끼면 외이도염이 생기네요. 이어팁을 바꿔봐도 비슷합니다. (77번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",임서현,2024-03-20,22,true
179,3,주변음 허용 모드는 압도적,"헤드폰을 안 낀 것처럼 자연스럽게 주변 소리가 들립니다. 대화할 때 안 빼도 돼서 좋아요. (78번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",윤민호,2024-03-20,42,true
180,3,분실 방지 알림 유용해요,"케이스에 스피커가 달려있어서 찾기 쉽고, 두고 가면 알람이 울려서 안심이 됩니다. (79번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",오지후,2024-03-20,24,true
181,5,노이즈 캔슬링이 완벽합니다,"지하철 소음도 다 잡아주고, 통화 품질도 정말 깨끗해요. 착용감도 편안해서 하루종일 끼고 있어도 아프지 않습니다. (80번째 추가 테스트 리뷰입니다. 정말 추천해요!)",김민지,2024-03-21,16,true
182,3,배터리가 조금 아쉽네요,"음질과 주변음 허용 모드는 최고인데, 배터리가 생각보다 빨리 닳는 느낌입니다. (81번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",이도현,2024-03-21,26,true
183,4,생태계 연동이 최고입니다,"맥북, 아이패드, 아이폰 사이를 전환할 때 정말 매끄럽습니다. 애플 기기 사용자라면 무조건 추천합니다. (82번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",박서윤,2024-03-21,14,true
184,5,공간 음향 신기해요,"영화 볼 때 공간 음향 기능 켜면 영화관 부럽지 않습니다. 몰입감이 장난 아니네요. (83번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",최현우,2024-03-21,32,true
185,4,가격이 너무 비싸요,"성능은 좋지만 역시 가격이 부담스럽긴 합니다. 잃어버릴까봐 조심조심 사용하고 있어요. (84번째 추가 테스트 리뷰입니다. 정말 추천해요!)",정다은,2024-03-22,10,true
186,3,터치 제어가 편해졌어요,"기둥을 쓸어내려서 볼륨 조절하는 기능이 너무 편리합니다. 이전 세대보다 확실히 업그레이드 되었네요. (85번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",한지우,2024-03-22,46,true
187,5,야외 통화 품질 개선,"바람 부는 날 밖에서 통화해도 상대방이 제 목소리를 잘 알아듣네요. 감격스럽습니다. (86번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",강태윤,2024-03-22,37,true
188,5,외이도염 조심하세요,"제 귀 모양이랑 안 맞는지 오래 끼면 외이도염이 생기네요. 이어팁을 바꿔봐도 비슷합니다. (87번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",임서현,2024-03-22,11,true
189,5,주변음 허용 모드는 압도적,"헤드폰을 안 낀 것처럼 자연스럽게 주변 소리가 들립니다. 대화할 때 안 빼도 돼서 좋아요. (88번째 추가 테스트 리뷰입니다. 정말 추천해요!)",윤민호,2024-03-23,7,true
190,3,분실 방지 알림 유용해요,"케이스에 스피커가 달려있어서 찾기 쉽고, 두고 가면 알람이 울려서 안심이 됩니다. (89번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",오지후,2024-03-23,43,true
191,5,노이즈 캔슬링이 완벽합니다,"지하철 소음도 다 잡아주고, 통화 품질도 정말 깨끗해요. 착용감도 편안해서 하루종일 끼고 있어도 아프지 않습니다. (90번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",김민지,2024-03-23,9,true
192,4,배터리가 조금 아쉽네요,"음질과 주변음 허용 모드는 최고인데, 배터리가 생각보다 빨리 닳는 느낌입니다. (91번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",이도현,2024-03-23,27,true
193,4,생태계 연동이 최고입니다,"맥북, 아이패드, 아이폰 사이를 전환할 때 정말 매끄럽습니다. 애플 기기 사용자라면 무조건 추천합니다. (92번째 추가 테스트 리뷰입니다. 정말 추천해요!)",박서윤,2024-03-24,43,true
194,4,공간 음향 신기해요,"영화 볼 때 공간 음향 기능 켜면 영화관 부럽지 않습니다. 몰입감이 장난 아니네요. (93번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",최현우,2024-03-24,32,true
195,3,가격이 너무 비싸요,"성능은 좋지만 역시 가격이 부담스럽긴 합니다. 잃어버릴까봐 조심조심 사용하고 있어요. (94번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",정다은,2024-03-24,48,true
196,3,터치 제어가 편해졌어요,"기둥을 쓸어내려서 볼륨 조절하는 기능이 너무 편리합니다. 이전 세대보다 확실히 업그레이드 되었네요. (95번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",한지우,2024-03-24,4,true
197,5,야외 통화 품질 개선,"바람 부는 날 밖에서 통화해도 상대방이 제 목소리를 잘 알아듣네요. 감격스럽습니다. (96번째 추가 테스트 리뷰입니다. 정말 추천해요!)",강태윤,2024-03-25,12,true
198,5,외이도염 조심하세요,"제 귀 모양이랑 안 맞는지 오래 끼면 외이도염이 생기네요. 이어팁을 바꿔봐도 비슷합니다. (97번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",임서현,2024-03-25,40,true
199,3,주변음 허용 모드는 압도적,"헤드폰을 안 낀 것처럼 자연스럽게 주변 소리가 들립니다. 대화할 때 안 빼도 돼서 좋아요. (98번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",윤민호,2024-03-25,20,true
200,5,분실 방지 알림 유용해요,"케이스에 스피커가 달려있어서 찾기 쉽고, 두고 가면 알람이 울려서 안심이 됩니다. (99번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",오지후,2024-03-25,9,true
