id,rating,title,content,author,date,helpful_votes,verified_purchase
261,5,보스의 노캔은 진리입니다,"오랜만에 보스로 돌아왔는데, 편안하고 자연스러운 노이즈 캔슬링이 정말 마음에 듭니다. (60번째 추가 테스트 리뷰입니다. 정말 추천해요!)",김민지,2024-03-16,23,true
262,5,착용감은 이 모델이 최고,"안경을 쓰고 장시간 착용해도 귀나 머리가 전혀 아프지 않은 유일한 헤드폰입니다. 정말 푹신해요. (61번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",이도현,2024-03-16,0,true
263,4,디자인이 조금 올드해요,"클래식하긴 하지만 10년 전 디자인이랑 크게 다르지 않아서 아쉽습니다. 음질은 무난합니다. (62번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",박서윤,2024-03-16,36,true
264,5,아날로그 버튼이 최고입니다,"터치 조작 헷갈리고 오작동 나서 싫었는데, 물리 버튼으로 바로바로 조작하니까 직관적이고 편해요. (63번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",최현우,2024-03-16,9,true
265,5,베이스가 약간 부족한 느낌,"음질이 선명하긴 한데 힙합 들을 때는 저음이 조금 아쉽게 느껴집니다. 그래도 만족합니다. (64번째 추가 테스트 리뷰입니다. 정말 추천해요!)",정다은,2024-03-17,31,true
266,3,기차여행 필수품,"KTX 타고 갈 때 이 헤드폰 없으면 잠을 못 자요. 어포디언스 사운드 모드도 좋습니다. (65번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",한지우,2024-03-17,25,true
267,5,바람 소리에 취약해요,"바람이 세게 부는 날 밖에서 걸으면 쉭쉭거리는 소리가 크게 들어옵니다. 윈드 디플렉터 개선이 필요합니다. (66번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",강태윤,2024-03-17,15,true
268,3,마이크 성능이 좋아졌습니다,"전작 QC35보다 마이크 품질이 확실히 업그레이드 되어서 카페에서 화상회의도 무리 없이 가능합니다. (67번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",임서현,2024-03-17,15,true
269,5,케이스 부피가 작아서 좋아요,"케이스가 소니보다 작고 납작해서 가방에 넣고 다니기에 부담이 없습니다. (68번째 추가 테스트 리뷰입니다. 정말 추천해요!)",윤민호,2024-03-18,27,true
270,5,수면 헤드폰으로 쓰기 딱,"자세를 좀 바꿔도 귀가 덜 눌려서 장시간 비행기나 버스에서 자면서 음악 듣기 제일 좋습니다. (69번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",오지후,2024-03-18,45,true
271,4,보스의 노캔은 진리입니다,"오랜만에 보스로 돌아왔는데, 편안하고 자연스러운 노이즈 캔슬링이 정말 마음에 듭니다. (70번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",김민지,2024-03-18,2,true
272,5,착용감은 이 모델이 최고,"안경을 쓰고 장시간 착용해도 귀나 머리가 전혀 아프지 않은 유일한 헤드폰입니다. 정말 푹신해요. (71번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",이도현,2024-03-18,38,true
273,3,디자인이 조금 올드해요,"클래식하긴 하지만 10년 전 디자인이랑 크게 다르지 않아서 아쉽습니다. 음질은 무난합니다. (72번째 추가 테스트 리뷰입니다. 정말 추천해요!)",박서윤,2024-03-19,47,true
274,3,아날로그 버튼이 최고입니다,"터치 조작 헷갈리고 오작동 나서 싫었는데, 물리 버튼으로 바로바로 조작하니까 직관적이고 편해요. (73번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",최현우,2024-03-19,11,true
275,3,베이스가 약간 부족한 느낌,"음질이 선명하긴 한데 힙합 들을 때는 저음이 조금 아쉽게 느껴집니다. 그래도 만족합니다. (74번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",정다은,2024-03-19,6,true
276,3,기차여행 필수품,"KTX 타고 갈 때 이 헤드폰 없으면 잠을 못 자요. 어포디언스 사운드 모드도 좋습니다. (75번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",한지우,2024-03-19,17,true
277,3,바람 소리에 취약해요,"바람이 세게 부는 날 밖에서 걸으면 쉭쉭거리는 소리가 크게 들어옵니다. 윈드 디플렉터 개선이 필요합니다. (76번째 추가 테스트 리뷰입니다. 정말 추천해요!)",강태윤,2024-03-20,28,true
278,3,마이크 성능이 좋아졌습니다,"전작 QC35보다 마이크 품질이 확실히 업그레이드 되어서 카페에서 화상회의도 무리 없이 가능합니다. (77번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",임서현,2024-03-20,39,true
279,3,케이스 부피가 작아서 좋아요,"케이스가 소니보다 작고 납작해서 가방에 넣고 다니기에 부담이 없습니다. (78번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",윤민호,2024-03-20,2,true
280,3,수면 헤드폰으로 쓰기 딱,"자세를 좀 바꿔도 귀가 덜 눌려서 장시간 비행기나 버스에서 자면서 음악 듣기 제일 좋습니다. (79번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",오지후,2024-03-20,31,true
281,3,보스의 노캔은 진리입니다,"오랜만에 보스로 돌아왔는데, 편안하고 자연스러운 노이즈 캔슬링이 정말 마음에 듭니다. (80번째 추가 테스트 리뷰입니다. 정말 추천해요!)",김민지,2024-03-21,12,true
282,3,착용감은 이 모델이 최고,"안경을 쓰고 장시간 착용해도 귀나 머리가 전혀 아프지 않은 유일한 헤드폰입니다. 정말 푹신해요. (81번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",이도현,2024-03-21,29,true
283,5,디자인이 조금 올드해요,"클래식하긴 하지만 10년 전 디자인이랑 크게 다르지 않아서 아쉽습니다. 음질은 무난합니다. (82번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",박서윤,2024-03-21,19,true
284,4,아날로그 버튼이 최고입니다,"터치 조작 헷갈리고 오작동 나서 싫었는데, 물리 버튼으로 바로바로 조작하니까 직관적이고 편해요. (83번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",최현우,2024-03-21,16,true
285,3,베이스가 약간 부족한 느낌,"음질이 선명하긴 한데 힙합 들을 때는 저음이 조금 아쉽게 느껴집니다. 그래도 만족합니다. (84번째 추가 테스트 리뷰입니다. 정말 추천해요!)",정다은,2024-03-22,15,true
286,4,기차여행 필수품,"KTX 타고 갈 때 이 헤드폰 없으면 잠을 못 자요. 어포디언스 사운드 모드도 좋습니다. (85번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",한지우,2024-03-22,36,true
287,5,바람 소리에 취약해요,"바람이 세게 부는 날 밖에서 걸으면 쉭쉭거리는 소리가 크게 들어옵니다. 윈드 디플렉터 개선이 필요합니다. (86번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",강태윤,2024-03-22,26,true
288,5,마이크 성능이 좋아졌습니다,"전작 QC35보다 마이크 품질이 확실히 업그레이드 되어서 카페에서 화상회의도 무리 없이 가능합니다. (87번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",임서현,2024-03-22,45,true
289,3,케이스 부피가 작아서 좋아요,"케이스가 소니보다 작고 납작해서 가방에 넣고 다니기에 부담이 없습니다. (88번째 추가 테스트 리뷰입니다. 정말 추천해요!)",윤민호,2024-03-23,13,true
290,3,수면 헤드폰으로 쓰기 딱,"자세를 좀 바꿔도 귀가 덜 눌려서 장시간 비행기나 버스에서 자면서 음악 듣기 제일 좋습니다. (89번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",오지후,2024-03-23,4,true
291,5,보스의 노캔은 진리입니다,"오랜만에 보스로 돌아왔는데, 편안하고 자연스러운 노이즈 캔슬링이 정말 마음에 듭니다. (90번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",김민지,2024-03-23,12,true
292,3,착용감은 이 모델이 최고,"안경을 쓰고 장시간 착용해도 귀나 머리가 전혀 아프지 않은 유일한 헤드폰입니다. 정말 푹신해요. (91번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",이도현,2024-03-23,13,true
293,3,디자인이 조금 올드해요,"클래식하긴 하지만 10년 전 디자인이랑 크게 다르지 않아서 아쉽습니다. 음질은 무난합니다. (92번째 추가 테스트 리뷰입니다. 정말 추천해요!)",박서윤,2024-03-24,14,true
294,5,아날로그 버튼이 최고입니다,"터치 조작 헷갈리고 오작동 나서 싫었는데, 물리 버튼으로 바로바로 조작하니까 직관적이고 편해요. (93번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",최현우,2024-03-24,46,true
295,4,베이스가 약간 부족한 느낌,"음질이 선명하긴 한데 힙합 들을 때는 저음이 조금 아쉽게 느껴집니다. 그래도 만족합니다. (94번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",정다은,2024-03-24,6,true
296,3,기차여행 필수품,"KTX 타고 갈 때 이 헤드폰 없으면 잠을 못 자요. 어포디언스 사운드 모드도 좋습니다. (95번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",한지우,2024-03-24,45,true
297,3,바람 소리에 취약해요,"바람이 세게 부는 날 밖에서 걸으면 쉭쉭거리는 소리가 크게 들어옵니다. 윈드 디플렉터 개선이 필요합니다. (96번째 추가 테스트 리뷰입니다. 정말 추천해요!)",강태윤,2024-03-25,30,true
298,3,마이크 성능이 좋아졌습니다,"전작 QC35보다 마이크 품질이 확실히 업그레이드 되어서 카페에서 화상회의도 무리 없이 가능합니다. (97번째 추가 테스트 리뷰입니다. 사용해보니 좋네요.)",임서현,2024-03-25,6,true
299,3,케이스 부피가 작아서 좋아요,"케이스가 소니보다 작고 납작해서 가방에 넣고 다니기에 부담이 없습니다. (98번째 추가 테스트 리뷰입니다. 역시 최고입니다.)",윤민호,2024-03-25,1,true
300,3,수면 헤드폰으로 쓰기 딱,"자세를 좀 바꿔도 귀가 덜 눌려서 장시간 비행기나 버스에서 자면서 음악 듣기 제일 좋습니다. (99번째 추가 테스트 리뷰입니다. 만족스러운 구매였어요.)",오지후,2024-03-25,8,true
